order_id,customer_id,order_date,payment_method,payment_status,total_amount,discount_applied,order_status
3937,2303,2025-11-24,Cash on Delivery,Success,486.0,54.0,Delivered
3938,2354,2025-11-24,Cash on Delivery,Success,3180.0,0.0,Delivered
3939,2362,2025-11-24,Cash on Delivery,Success,11092.5,1957.5,Returned
3940,2365,2025-11-24,Cash on Delivery,Success,270.0,0.0,Delivered
3941,2404,2025-11-24,Cash on Delivery,Success,27280.0,0.0,Delivered
3942,2480,2025-11-24,JazzCash,Success,393510.5,29.5,Delivered
3943,10,2025-11-25,Cash on Delivery,Success,2478.0,532.0,Delivered
3944,78,2025-11-25,Cash on Delivery,Success,108535.0,1565.0,Delivered
3945,123,2025-11-25,Easypaisa,Success,56631.0,5969.0,Delivered
3946,168,2025-11-25,JazzCash,Success,2309.5,40.5,Delivered
3947,178,2025-11-25,Cash on Delivery,Success,50181.5,278.5,Returned
3948,198,2025-11-25,Cash on Delivery,Success,2070.0,0.0,Delivered
3949,313,2025-11-25,Cash on Delivery,Success,43370.0,0.0,Delivered
3950,321,2025-11-25,Cash on Delivery,Success,168180.0,0.0,Delivered
3951,468,2025-11-25,Cash on Delivery,Success,1700.0,0.0,Delivered
3952,540,2025-11-25,Cash on Delivery,Success,3876.0,204.0,Delivered
3953,676,2025-11-25,Cash on Delivery,Success,4734.5,835.5,Delivered
3954,729,2025-11-25,JazzCash,Success,136133.5,4546.5,Delivered
3955,891,2025-11-25,Easypaisa,Success,3120.0,0.0,Delivered
3956,924,2025-11-25,Credit/Debit Card,Success,169010.0,0.0,Delivered
3957,931,2025-11-25,Cash on Delivery,Success,570.0,30.0,Delivered
3958,945,2025-11-25,Cash on Delivery,Success,1130.0,0.0,Delivered
3959,1035,2025-11-25,Cash on Delivery,Success,41201.5,2168.5,Delivered
3960,1091,2025-11-25,Cash on Delivery,Success,24500.5,1289.5,Delivered
3961,1104,2025-11-25,Easypaisa,Success,2971.0,79.0,Delivered
3962,1170,2025-11-25,JazzCash,Success,26475.0,4265.0,Delivered
3963,1297,2025-11-25,Cash on Delivery,Success,141203.5,5696.5,Delivered
3964,1711,2025-11-25,Cash on Delivery,Success,61840.0,3130.0,Delivered
3965,2066,2025-11-25,Cash on Delivery,Success,16642.0,158.0,Delivered
3966,2443,2025-11-25,Cash on Delivery,Success,31358.0,802.0,Delivered
3967,266,2025-11-26,Cash on Delivery,Success,2555.5,134.5,Delivered
3968,453,2025-11-26,Cash on Delivery,Success,3114.0,346.0,Delivered
3969,470,2025-11-26,Cash on Delivery,Success,144197.0,4163.0,Returned
3970,625,2025-11-26,Cash on Delivery,Success,20632.0,5158.0,Delivered
3971,723,2025-11-26,Easypaisa,Success,46641.0,1669.0,Cancelled
3972,797,2025-11-26,Credit/Debit Card,Success,3490.0,0.0,Delivered
3973,800,2025-11-26,Credit/Debit Card,Success,3400.0,0.0,Delivered
3974,823,2025-11-26,Cash on Delivery,Success,2403.5,126.5,Delivered
3975,950,2025-11-26,Easypaisa,Success,2686.0,474.0,Delivered
3976,1340,2025-11-26,Cash on Delivery,Success,44110.0,0.0,Delivered
3977,1367,2025-11-26,Cash on Delivery,Success,790.0,0.0,Delivered
3978,1377,2025-11-26,Cash on Delivery,Success,14167.5,612.5,Delivered
3979,1391,2025-11-26,Credit/Debit Card,Success,42320.0,0.0,Delivered
3980,1407,2025-11-26,Cash on Delivery,Success,3400.0,0.0,Delivered
3981,1438,2025-11-26,JazzCash,Success,27279.0,3031.0,Cancelled
3982,1561,2025-11-26,Cash on Delivery,Success,350.0,0.0,Delivered
3983,1604,2025-11-26,Cash on Delivery,Success,1350.0,0.0,Delivered
3984,1716,2025-11-26,Cash on Delivery,Success,2420.0,0.0,Delivered
3985,1974,2025-11-26,Easypaisa,Success,531.0,59.0,Delivered
3986,1992,2025-11-26,Cash on Delivery,Success,71540.0,3130.0,Delivered
3987,2116,2025-11-26,Cash on Delivery,Success,38747.0,5063.0,Delivered
3988,2127,2025-11-26,Cash on Delivery,Success,82456.0,1364.0,Returned
3989,2155,2025-11-26,Cash on Delivery,Success,41201.5,2168.5,Returned
3990,2173,2025-11-26,Credit/Debit Card,Success,159771.0,8409.0,Delivered
3991,2175,2025-11-26,Cash on Delivery,Success,2080.0,0.0,Delivered
3992,2262,2025-11-26,Cash on Delivery,Success,13640.0,0.0,Delivered
3993,2362,2025-11-26,Cash on Delivery,Success,1560.0,0.0,Delivered
3994,2364,2025-11-26,Cash on Delivery,Success,43370.0,0.0,Delivered
3995,2462,2025-11-26,Cash on Delivery,Success,24500.5,1289.5,Delivered
3996,2467,2025-11-26,Credit/Debit Card,Success,1615.0,85.0,Delivered
3997,2485,2025-11-26,Cash on Delivery,Success,40204.0,2116.0,Delivered
3998,165,2025-11-27,Cash on Delivery,Success,60620.0,0.0,Delivered
3999,240,2025-11-27,Easypaisa,Success,229.5,40.5,Delivered
4000,468,2025-11-27,Credit/Debit Card,Success,3160.0,0.0,Delivered
4001,486,2025-11-27,Cash on Delivery,Success,43370.0,0.0,Delivered
4002,499,2025-11-27,JazzCash,Success,5553.0,557.0,Delivered
4003,1035,2025-11-27,Easypaisa,Success,6163.0,477.0,Delivered
4004,1043,2025-11-27,Cash on Delivery,Success,28661.5,1508.5,Delivered
4005,1051,2025-11-27,Cash on Delivery,Success,4456.0,1114.0,Delivered
4006,1115,2025-11-27,Cash on Delivery,Success,35460.0,3940.0,Returned
4007,1130,2025-11-27,JazzCash,Success,540.0,60.0,Delivered
4008,1269,2025-11-27,Cash on Delivery,Success,1282.5,67.5,Returned
4009,1306,2025-11-27,JazzCash,Success,4584.0,496.0,Delivered
4010,1306,2025-11-27,Cash on Delivery,Success,64449.0,7161.0,Delivered
4011,1436,2025-11-27,JazzCash,Success,1200.0,0.0,Delivered
4012,1497,2025-11-27,Cash on Delivery,Success,58360.0,0.0,Delivered
4013,1497,2025-11-27,Cash on Delivery,Success,291293.0,6307.0,Delivered
4014,1797,2025-11-27,Cash on Delivery,Success,5380.0,0.0,Delivered
4015,1918,2025-11-27,Cash on Delivery,Success,1800.0,0.0,Delivered
4016,2071,2025-11-27,Cash on Delivery,Success,2608.0,252.0,Delivered
4017,2089,2025-11-27,Cash on Delivery,Success,3260.0,0.0,Returned
4018,2183,2025-11-27,Easypaisa,Success,11594.0,2046.0,Delivered
4019,2186,2025-11-27,Cash on Delivery,Success,12250.0,0.0,Cancelled
4020,2196,2025-11-27,Cash on Delivery,Success,2074.0,366.0,Cancelled
4021,2226,2025-11-27,JazzCash,Failed,60620.0,0.0,Cancelled
4022,2278,2025-11-27,Easypaisa,Success,1282.5,67.5,Returned
4023,2291,2025-11-27,Easypaisa,Success,3061.0,59.0,Delivered
4024,2362,2025-11-27,Cash on Delivery,Success,84919.0,9051.0,Delivered
4025,2417,2025-11-27,Cash on Delivery,Success,4281.5,188.5,Delivered
4026,2450,2025-11-27,JazzCash,Success,209703.0,11037.0,Delivered
4027,2481,2025-11-27,Easypaisa,Success,1966.5,103.5,Delivered
4028,98,2025-11-28,Easypaisa,Success,4807.0,253.0,Delivered
4029,134,2025-11-28,Easypaisa,Success,2530.0,0.0,Delivered
4030,163,2025-11-28,Credit/Debit Card,Success,5372.0,948.0,Delivered
4031,200,2025-11-28,JazzCash,Success,3002.0,158.0,Delivered
4032,271,2025-11-28,JazzCash,Success,1680.0,0.0,Delivered
4033,299,2025-11-28,Cash on Delivery,Success,49651.5,88.5,Delivered
4034,488,2025-11-28,Credit/Debit Card,Success,103813.0,8427.0,Delivered
4035,489,2025-11-28,Cash on Delivery,Success,9540.0,0.0,Delivered
4036,716,2025-11-28,JazzCash,Success,117065.0,135.0,Delivered
4037,728,2025-11-28,Cash on Delivery,Success,34988.0,8492.0,Returned
4038,835,2025-11-28,Cash on Delivery,Success,59377.0,113.0,Delivered
4039,898,2025-11-28,Cash on Delivery,Success,38336.5,3453.5,Delivered
4040,1209,2025-11-28,Easypaisa,Success,28583.0,1057.0,Delivered
4041,1327,2025-11-28,Cash on Delivery,Success,4742.0,78.0,Delivered
4042,1412,2025-11-28,Easypaisa,Success,103849.0,7161.0,Delivered
4043,1497,2025-11-28,Cash on Delivery,Success,49606.0,8754.0,Delivered
4044,1627,2025-11-28,Cash on Delivery,Success,13640.0,0.0,Returned
4045,1654,2025-11-28,Cash on Delivery,Success,297999.0,33111.0,Delivered
4046,1688,2025-11-28,Cash on Delivery,Success,68029.5,3580.5,Delivered
4047,1797,2025-11-28,Cash on Delivery,Success,59470.0,3130.0,Delivered
4048,1950,2025-11-28,JazzCash,Success,117935.0,135.0,Delivered
4049,2035,2025-11-28,Cash on Delivery,Success,5831.5,338.5,Delivered
4050,2153,2025-11-28,Cash on Delivery,Success,42402.0,158.0,Delivered
4051,2254,2025-11-28,Cash on Delivery,Success,169584.0,156.0,Returned
4052,2260,2025-11-28,Cash on Delivery,Success,4840.0,0.0,Delivered
4053,2367,2025-11-28,Cash on Delivery,Success,82049.0,9051.0,Delivered
4054,2464,2025-11-28,Cash on Delivery,Success,31300.0,0.0,Delivered
4055,45,2025-11-29,Easypaisa,Success,10912.0,2728.0,Delivered
4056,266,2025-11-29,Credit/Debit Card,Success,540.0,60.0,Delivered
4057,327,2025-11-29,Cash on Delivery,Success,97690.5,16759.5,Delivered
4058,387,2025-11-29,Credit/Debit Card,Success,31718.0,692.0,Delivered
4059,728,2025-11-29,Cash on Delivery,Success,590.0,0.0,Delivered
4060,823,2025-11-29,Cash on Delivery,Success,79430.0,770.0,Delivered
4061,887,2025-11-29,Cash on Delivery,Success,113073.0,477.0,Delivered
4062,894,2025-11-29,Cash on Delivery,Success,17933.5,786.5,Delivered
4063,985,2025-11-29,Cash on Delivery,Success,61274.5,835.5,Returned
4064,986,2025-11-29,Easypaisa,Success,60214.0,726.0,Cancelled
4065,1072,2025-11-29,Cash on Delivery,Success,1350.0,0.0,Delivered
4066,1109,2025-11-29,Cash on Delivery,Success,790.0,0.0,Delivered
4067,1195,2025-11-29,Easypaisa,Success,122622.0,8168.0,Delivered
4068,1306,2025-11-29,Cash on Delivery,Success,99844.5,15765.5,Delivered
4069,1349,2025-11-29,Cash on Delivery,Success,115850.0,0.0,Delivered
4070,1362,2025-11-29,Cash on Delivery,Success,31520.0,7880.0,Delivered
4071,1385,2025-11-29,Easypaisa,Success,1445.0,255.0,Delivered
4072,1483,2025-11-29,Cash on Delivery,Success,3040.0,0.0,Delivered
4073,1492,2025-11-29,Cash on Delivery,Success,1520.0,0.0,Delivered
4074,1746,2025-11-29,Cash on Delivery,Success,39400.0,0.0,Delivered
4075,1854,2025-11-29,Cash on Delivery,Success,2565.0,135.0,Delivered
4076,1872,2025-11-29,Easypaisa,Success,270.0,0.0,Delivered
4077,1872,2025-11-29,JazzCash,Success,3810.0,0.0,Delivered
4078,1872,2025-11-29,Cash on Delivery,Success,137409.0,7161.0,Delivered
4079,2007,2025-11-29,Easypaisa,Success,256.5,13.5,Cancelled
4080,2057,2025-11-29,Cash on Delivery,Success,133076.5,6823.5,Delivered
4081,2159,2025-11-29,Cash on Delivery,Success,5291.5,278.5,Delivered
4082,2163,2025-11-29,Cash on Delivery,Success,25790.0,0.0,Delivered
4083,2184,2025-11-29,Cash on Delivery,Success,102460.0,0.0,Delivered
4084,2193,2025-11-29,Cash on Delivery,Success,38088.0,4232.0,Returned
4085,2260,2025-11-29,Cash on Delivery,Success,26742.5,1407.5,Delivered
4086,2290,2025-11-29,Cash on Delivery,Success,3876.0,204.0,Delivered
4087,2335,2025-11-29,Cash on Delivery,Success,100638.5,17431.5,Delivered
4088,56,2025-11-30,JazzCash,Success,11025.0,1225.0,Delivered
4089,134,2025-11-30,JazzCash,Success,45440.0,0.0,Delivered
4090,138,2025-11-30,Cash on Delivery,Success,84090.0,0.0,Delivered
4091,444,2025-11-30,Easypaisa,Success,2863.0,617.0,Delivered
4092,649,2025-11-30,Cash on Delivery,Success,9006.0,474.0,Delivered
4093,879,2025-11-30,Cash on Delivery,Success,26605.0,4695.0,Delivered
4094,885,2025-11-30,Cash on Delivery,Success,99375.0,1225.0,Delivered
4095,965,2025-11-30,Cash on Delivery,Success,13640.0,0.0,Delivered
4096,1122,2025-11-30,Easypaisa,Success,4734.5,835.5,Delivered
4097,1138,2025-11-30,Cash on Delivery,Success,4130.0,60.0,Delivered
4098,1218,2025-11-30,Cash on Delivery,Success,4456.0,1114.0,Returned
4099,1268,2025-11-30,Cash on Delivery,Success,6004.0,316.0,Delivered
4100,1470,2025-11-30,Cash on Delivery,Success,115850.0,0.0,Delivered
4101,1532,2025-11-30,Cash on Delivery,Success,232749.0,8481.0,Delivered
4102,1553,2025-11-30,Cash on Delivery,Success,25790.0,0.0,Delivered
4103,1572,2025-11-30,Easypaisa,Success,104597.5,11762.5,Delivered
4104,1574,2025-11-30,Cash on Delivery,Success,90930.0,0.0,Returned
4105,1575,2025-11-30,Cash on Delivery,Success,3630.0,0.0,Delivered
4106,1707,2025-11-30,Easypaisa,Success,270.0,0.0,Delivered
4107,1922,2025-11-30,Cash on Delivery,Success,214830.0,0.0,Delivered
4108,1992,2025-11-30,Easypaisa,Success,36220.0,0.0,Delivered
4109,2028,2025-11-30,Cash on Delivery,Success,120814.0,636.0,Delivered
4110,2028,2025-11-30,Cash on Delivery,Success,58360.0,0.0,Delivered
4111,2116,2025-11-30,Easypaisa,Success,4080.0,0.0,Delivered
4112,2186,2025-11-30,Cash on Delivery,Success,58360.0,0.0,Delivered
4113,2230,2025-11-30,Cash on Delivery,Success,3400.0,0.0,Returned
4114,2319,2025-11-30,Easypaisa,Failed,8160.0,0.0,Cancelled
4115,2339,2025-11-30,Cash on Delivery,Success,3160.0,0.0,Delivered
4116,2383,2025-11-30,Easypaisa,Success,2703.0,477.0,Delivered
4117,2404,2025-11-30,Cash on Delivery,Success,13640.0,0.0,Delivered
4118,1130,2025-12-01,Easypaisa,Success,1080.0,270.0,Cancelled
4119,1317,2025-12-01,Cash on Delivery,Success,87470.0,0.0,Delivered
4120,1378,2025-12-01,Easypaisa,Success,28150.0,0.0,Delivered
4121,1423,2025-12-01,Credit/Debit Card,Success,6320.0,0.0,Delivered
4122,1468,2025-12-01,Cash on Delivery,Success,2150.5,379.5,Delivered
4123,1751,2025-12-01,Cash on Delivery,Success,101002.5,17377.5,Delivered
4124,2462,2025-12-01,JazzCash,Success,77310.0,7880.0,Delivered
4125,479,2025-12-02,Cash on Delivery,Success,2690.0,0.0,Returned
4126,755,2025-12-02,Cash on Delivery,Success,4547.5,202.5,Returned
4127,1083,2025-12-02,Cash on Delivery,Success,47290.0,0.0,Delivered
4128,1702,2025-12-02,JazzCash,Success,8127.0,903.0,Delivered
4129,1936,2025-12-02,Cash on Delivery,Success,49351.0,2579.0,Delivered
4130,1957,2025-12-02,Cash on Delivery,Success,68198.0,4722.0,Delivered
4131,2040,2025-12-02,Cash on Delivery,Success,310997.5,52132.5,Delivered
4132,2235,2025-12-02,Cash on Delivery,Success,19342.0,1018.0,Returned
4133,2354,2025-12-02,Cash on Delivery,Success,3672.0,408.0,Delivered
4134,153,2025-12-03,Credit/Debit Card,Success,58360.0,0.0,Delivered
4135,458,2025-12-03,Cash on Delivery,Success,8390.5,1139.5,Delivered
4136,488,2025-12-03,Easypaisa,Success,13640.0,0.0,Delivered
4137,1053,2025-12-03,JazzCash,Success,7581.0,399.0,Delivered
4138,1222,2025-12-03,JazzCash,Success,486.0,54.0,Delivered
4139,1334,2025-12-03,JazzCash,Success,270.0,0.0,Delivered
4140,1778,2025-12-03,Easypaisa,Success,13050.0,0.0,Delivered
4141,1865,2025-12-03,JazzCash,Success,40204.0,2116.0,Delivered
4142,2197,2025-12-03,Cash on Delivery,Success,16161.0,1329.0,Returned
4143,104,2025-12-04,Easypaisa,Success,117666.0,244.0,Delivered
4144,390,2025-12-04,Credit/Debit Card,Success,119590.5,2099.5,Delivered
4145,443,2025-12-04,Easypaisa,Success,3460.0,0.0,Delivered
4146,623,2025-12-04,Cash on Delivery,Success,95158.5,16891.5,Delivered
4147,820,2025-12-04,Credit/Debit Card,Success,27072.5,67.5,Delivered
4148,879,2025-12-04,JazzCash,Success,8260.0,0.0,Delivered
4149,889,2025-12-04,Cash on Delivery,Success,40204.0,2116.0,Returned
4150,1135,2025-12-04,Cash on Delivery,Success,3460.0,0.0,Returned
4151,1735,2025-12-04,Cash on Delivery,Success,1596.0,84.0,Returned
4152,2248,2025-12-04,Cash on Delivery,Success,62616.5,13.5,Delivered
4153,2254,2025-12-04,Cash on Delivery,Success,4700.0,60.0,Delivered
4154,2291,2025-12-04,Cash on Delivery,Success,191600.0,0.0,Delivered
4155,2310,2025-12-04,Cash on Delivery,Success,3672.0,408.0,Delivered
4156,64,2025-12-05,Easypaisa,Success,4490.0,0.0,Delivered
4157,179,2025-12-05,Cash on Delivery,Success,25335.0,2815.0,Returned
4158,718,2025-12-05,Credit/Debit Card,Success,2690.0,0.0,Delivered
4159,1457,2025-12-05,Cash on Delivery,Success,198936.0,22074.0,Delivered
4160,1566,2025-12-05,Cash on Delivery,Success,4840.0,0.0,Delivered
4161,1918,2025-12-05,Cash on Delivery,Success,4814.0,296.0,Delivered
4162,39,2025-12-06,Cash on Delivery,Success,50670.0,5630.0,Delivered
4163,775,2025-12-06,Cash on Delivery,Success,28150.0,0.0,Delivered
4164,878,2025-12-06,Cash on Delivery,Success,12276.0,1364.0,Delivered
4165,879,2025-12-06,Cash on Delivery,Success,2530.0,0.0,Delivered
4166,894,2025-12-06,Credit/Debit Card,Success,8109.0,1431.0,Returned
4167,981,2025-12-06,Credit/Debit Card,Success,4080.0,0.0,Delivered
4168,1039,2025-12-06,Cash on Delivery,Success,30314.5,1515.5,Delivered
4169,1115,2025-12-06,Cash on Delivery,Success,35022.5,2207.5,Returned
4170,1362,2025-12-06,Easypaisa,Success,28150.0,0.0,Delivered
4171,1403,2025-12-06,Cash on Delivery,Success,71610.0,0.0,Delivered
4172,2313,2025-12-06,Easypaisa,Success,29735.0,1565.0,Delivered
4173,2478,2025-12-06,Credit/Debit Card,Success,86120.0,0.0,Delivered
4174,10,2025-12-07,Cash on Delivery,Success,75005.0,8685.0,Returned
4175,97,2025-12-07,Cash on Delivery,Success,590.0,0.0,Delivered
4176,744,2025-12-07,Cash on Delivery,Success,671.5,118.5,Delivered
4177,813,2025-12-07,Cash on Delivery,Success,256.5,13.5,Delivered
4178,861,2025-12-07,Cash on Delivery,Success,56540.0,0.0,Delivered
4179,1309,2025-12-07,Cash on Delivery,Success,1215.0,135.0,Delivered
4180,1764,2025-12-07,Cash on Delivery,Success,15939.0,121.0,Delivered
4181,2450,2025-12-07,JazzCash,Success,1350.0,0.0,Delivered
4182,47,2025-12-08,Cash on Delivery,Success,31300.0,0.0,Delivered
4183,447,2025-12-08,Cash on Delivery,Success,1282.5,67.5,Returned
4184,493,2025-12-08,Credit/Debit Card,Success,5570.0,0.0,Delivered
4185,621,2025-12-08,Cash on Delivery,Success,52450.0,0.0,Returned
4186,808,2025-12-08,Cash on Delivery,Success,5094.0,266.0,Returned
4187,1056,2025-12-08,Cash on Delivery,Success,6530.5,169.5,Delivered
4188,1399,2025-12-08,Cash on Delivery,Success,14726.0,994.0,Delivered
4189,1543,2025-12-08,Cash on Delivery,Success,5910.0,0.0,Delivered
4190,2140,2025-12-08,Cash on Delivery,Success,127487.5,612.5,Delivered
4191,2142,2025-12-08,Cash on Delivery,Success,2420.0,0.0,Delivered
4192,2390,2025-12-08,Cash on Delivery,Success,2080.0,0.0,Delivered
4193,312,2025-12-09,Cash on Delivery,Success,111118.5,16821.5,Delivered
4194,412,2025-12-09,Easypaisa,Success,4930.0,0.0,Delivered
4195,444,2025-12-09,Easypaisa,Success,332.5,17.5,Delivered
4196,466,2025-12-09,JazzCash,Success,110370.0,0.0,Delivered
4197,1088,2025-12-09,Cash on Delivery,Success,82753.0,4337.0,Delivered
4198,1325,2025-12-09,Cash on Delivery,Success,259070.0,0.0,Delivered
4199,1349,2025-12-09,Easypaisa,Success,6443.0,257.0,Cancelled
4200,1479,2025-12-09,Cash on Delivery,Success,2420.0,0.0,Returned
4201,1597,2025-12-09,Cash on Delivery,Success,55442.0,2918.0,Returned
4202,2396,2025-12-09,Cash on Delivery,Success,1520.0,0.0,Delivered
4203,2404,2025-12-09,Cash on Delivery,Success,2080.0,0.0,Delivered
4204,2406,2025-12-09,Cash on Delivery,Success,2555.5,134.5,Delivered
4205,385,2025-12-10,JazzCash,Success,12397.5,652.5,Delivered
4206,412,2025-12-10,Cash on Delivery,Success,30170.0,0.0,Delivered
4207,893,2025-12-10,Cash on Delivery,Success,48059.0,8481.0,Delivered
4208,1068,2025-12-10,Credit/Debit Card,Success,3460.0,0.0,Delivered
4209,1263,2025-12-10,Credit/Debit Card,Success,28661.5,1508.5,Returned
4210,1370,2025-12-10,Cash on Delivery,Success,39944.5,75.5,Cancelled
4211,1568,2025-12-10,Cash on Delivery,Success,1292.0,228.0,Delivered
4212,2376,2025-12-10,Credit/Debit Card,Success,19003.0,557.0,Delivered
4213,2482,2025-12-10,Cash on Delivery,Success,3160.0,0.0,Delivered
4214,271,2025-12-11,Cash on Delivery,Success,2440.0,0.0,Delivered
4215,724,2025-12-11,Credit/Debit Card,Success,33713.5,466.5,Delivered
4216,839,2025-12-11,Cash on Delivery,Success,110370.0,0.0,Delivered
4217,893,2025-12-11,Credit/Debit Card,Success,43370.0,0.0,Cancelled
4218,1122,2025-12-11,Easypaisa,Success,350.0,0.0,Delivered
4219,1573,2025-12-11,Easypaisa,Success,109808.0,5612.0,Delivered
4220,1812,2025-12-11,Cash on Delivery,Success,790.0,0.0,Delivered
4221,2072,2025-12-11,Cash on Delivery,Success,1615.0,85.0,Delivered
4222,2116,2025-12-11,Cash on Delivery,Success,73394.0,11296.0,Delivered
4223,2390,2025-12-11,Cash on Delivery,Success,72402.0,7958.0,Delivered
4224,2433,2025-12-11,JazzCash,Success,49606.0,8754.0,Delivered
4225,775,2025-12-12,Cash on Delivery,Success,22077.0,5413.0,Returned
4226,787,2025-12-12,Cash on Delivery,Success,62969.0,8481.0,Delivered
4227,871,2025-12-12,Easypaisa,Failed,71476.5,12613.5,Cancelled
4228,914,2025-12-12,Cash on Delivery,Success,110370.0,0.0,Delivered
4229,1317,2025-12-12,Cash on Delivery,Success,68971.5,6188.5,Cancelled
4230,1321,2025-12-12,Cash on Delivery,Success,20651.5,148.5,Delivered
4231,1462,2025-12-12,JazzCash,Success,30310.0,0.0,Delivered
4232,1712,2025-12-12,Credit/Debit Card,Success,13050.0,0.0,Delivered
4233,2254,2025-12-12,Cash on Delivery,Success,17871.0,519.0,Returned
4234,2375,2025-12-12,JazzCash,Success,82389.0,3161.0,Delivered
4235,2375,2025-12-12,Cash on Delivery,Success,231595.5,1354.5,Delivered
4236,102,2025-12-13,Cash on Delivery,Success,28150.0,0.0,Delivered
4237,207,2025-12-13,Cash on Delivery,Success,78369.0,8481.0,Returned
4238,297,2025-12-13,Cash on Delivery,Success,140367.5,5792.5,Delivered
4239,497,2025-12-13,JazzCash,Success,2862.0,318.0,Delivered
4240,597,2025-12-13,Cash on Delivery,Success,28170.0,3130.0,Delivered
4241,607,2025-12-13,Cash on Delivery,Success,53713.0,2827.0,Returned
4242,992,2025-12-13,JazzCash,Success,4160.0,0.0,Delivered
4243,1259,2025-12-13,Cash on Delivery,Success,52450.0,0.0,Delivered
4244,1487,2025-12-13,Easypaisa,Success,1282.5,67.5,Delivered
4245,1587,2025-12-13,Easypaisa,Success,39400.0,0.0,Delivered
4246,1702,2025-12-13,Cash on Delivery,Success,42652.5,17.5,Delivered
4247,2472,2025-12-13,Cash on Delivery,Success,2862.0,318.0,Delivered
4248,140,2025-12-14,JazzCash,Success,3672.0,408.0,Delivered
4249,336,2025-12-14,Cash on Delivery,Success,60073.0,2827.0,Cancelled
4250,504,2025-12-14,JazzCash,Success,97489.0,2591.0,Delivered
4251,589,2025-12-14,Easypaisa,Success,6480.0,0.0,Delivered
4252,824,2025-12-14,Cash on Delivery,Success,50886.0,5654.0,Delivered
4253,944,2025-12-14,Cash on Delivery,Success,13050.0,0.0,Returned
4254,1088,2025-12-14,Cash on Delivery,Success,24500.0,0.0,Delivered
4255,1587,2025-12-14,Cash on Delivery,Success,59393.5,396.5,Delivered
4256,2140,2025-12-14,Cash on Delivery,Success,22185.0,3915.0,Cancelled
4257,183,2025-12-15,Cash on Delivery,Success,71476.5,12613.5,Delivered
4258,364,2025-12-15,Cash on Delivery,Success,63698.5,10741.5,Delivered
4259,578,2025-12-15,Cash on Delivery,Success,113703.0,4337.0,Returned
4260,793,2025-12-15,Cash on Delivery,Success,3390.0,0.0,Delivered
4261,797,2025-12-15,Cash on Delivery,Success,25790.0,0.0,Delivered
4262,868,2025-12-15,Cash on Delivery,Success,128100.0,0.0,Delivered
4263,899,2025-12-15,Cash on Delivery,Success,2196.0,244.0,Delivered
4264,917,2025-12-15,Easypaisa,Success,3887.0,173.0,Delivered
4265,990,2025-12-15,Easypaisa,Success,12397.5,652.5,Delivered
4266,1238,2025-12-15,Cash on Delivery,Success,4802.0,408.0,Delivered
4267,1488,2025-12-15,Cash on Delivery,Success,2080.0,0.0,Delivered
4268,1746,2025-12-15,Cash on Delivery,Success,123855.5,21674.5,Delivered
4269,1969,2025-12-15,Cash on Delivery,Success,790.0,0.0,Delivered
4270,2155,2025-12-15,Cash on Delivery,Success,1130.0,0.0,Delivered
4271,2267,2025-12-15,Credit/Debit Card,Success,59880.0,0.0,Delivered
4272,179,2025-12-16,JazzCash,Success,56209.0,3451.0,Delivered
4273,471,2025-12-16,Easypaisa,Success,27153.0,3017.0,Delivered
4274,694,2025-12-16,JazzCash,Success,53713.0,2827.0,Delivered
4275,891,2025-12-16,Cash on Delivery,Success,2470.0,0.0,Delivered
4276,910,2025-12-16,Cash on Delivery,Success,34782.0,6138.0,Delivered
4277,1045,2025-12-16,Easypaisa,Success,12690.5,2239.5,Delivered
4278,1274,2025-12-16,JazzCash,Success,207580.0,0.0,Delivered
4279,2046,2025-12-16,JazzCash,Success,6104.0,506.0,Delivered
4280,2417,2025-12-16,Cash on Delivery,Success,3114.0,346.0,Delivered
4281,24,2025-12-17,Cash on Delivery,Success,711.0,79.0,Delivered
4282,198,2025-12-17,Cash on Delivery,Success,113018.0,112.0,Delivered
4283,517,2025-12-17,Cash on Delivery,Success,59880.0,0.0,Returned
4284,566,2025-12-17,Cash on Delivery,Success,3160.0,0.0,Returned
4285,894,2025-12-17,JazzCash,Success,501.5,88.5,Delivered
4286,1130,2025-12-17,Cash on Delivery,Success,1560.0,0.0,Delivered
4287,1317,2025-12-17,Cash on Delivery,Success,2660.0,0.0,Delivered
4288,1671,2025-12-17,Easypaisa,Success,27395.0,4695.0,Returned
4289,1887,2025-12-17,Cash on Delivery,Success,2260.0,0.0,Delivered
4290,2443,2025-12-17,Credit/Debit Card,Success,49925.0,8445.0,Delivered
4291,57,2025-12-18,Credit/Debit Card,Success,1180.0,0.0,Delivered
4292,196,2025-12-18,Cash on Delivery,Success,112416.5,3693.5,Cancelled
4293,377,2025-12-18,Cash on Delivery,Success,156450.0,0.0,Delivered
4294,507,2025-12-18,Cash on Delivery,Success,5740.0,0.0,Returned
4295,525,2025-12-18,JazzCash,Success,25790.0,0.0,Delivered
4296,1086,2025-12-18,Cash on Delivery,Success,4710.0,0.0,Delivered
4297,1328,2025-12-18,Easypaisa,Success,1130.0,0.0,Delivered
4298,1401,2025-12-18,Cash on Delivery,Success,71476.5,12613.5,Delivered
4299,1524,2025-12-18,Cash on Delivery,Success,68029.5,3580.5,Delivered
4300,1685,2025-12-18,Cash on Delivery,Success,28841.0,399.0,Returned
4301,1781,2025-12-18,Cash on Delivery,Success,70019.0,7161.0,Delivered
