delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating,transit_days
4971,5097,Daraz Express (DEX),2026-02-17,2026-02-20,On Time,150,4,3.0
4972,5098,Daraz Express (DEX),2026-02-16,2026-02-19,On Time,150,4,3.0
4973,5099,Daraz Express (DEX),2026-02-17,2026-02-19,On Time,150,4,2.0
4974,5100,TCS,2026-02-16,2026-02-18,On Time,150,4,2.0
4975,5101,TCS,2026-02-16,2026-02-20,On Time,150,5,4.0
4976,5102,TCS,2026-02-17,2026-02-20,On Time,150,5,3.0
4977,5103,TCS,2026-02-15,2026-02-18,On Time,150,4,3.0
4978,5104,Daraz Express (DEX),2026-02-15,2026-02-16,On Time,150,4,1.0
4979,5105,TCS,2026-02-16,2026-02-24,Delayed,250,2,8.0
4980,5106,Daraz Express (DEX),2026-02-17,,On Time,150,4,
4981,5107,TCS,2026-02-17,2026-02-18,Returned to Sender,150,2,1.0
4982,5108,Daraz Express (DEX),2026-02-16,2026-02-17,On Time,150,4,1.0
4983,5109,Leopard Courier,2026-02-16,2026-02-18,On Time,150,5,2.0
4984,5110,Daraz Express (DEX),2026-02-18,2026-02-19,On Time,150,5,1.0
4985,5111,Daraz Express (DEX),2026-02-16,2026-02-17,On Time,150,4,1.0
4986,5112,TCS,2026-02-16,2026-02-23,On Time,250,4,7.0
4987,5113,Leopard Courier,2026-02-16,2026-02-19,On Time,150,5,3.0
4988,5114,Leopard Courier,2026-02-18,2026-02-21,On Time,150,4,3.0
4989,5115,Daraz Express (DEX),2026-02-18,2026-02-19,On Time,150,4,1.0
4990,5116,TCS,2026-02-18,2026-02-21,On Time,150,4,3.0
4991,5117,TCS,2026-02-16,2026-02-26,Delayed,250,2,10.0
4992,5118,Daraz Express (DEX),2026-02-17,2026-02-20,On Time,150,4,3.0
4993,5119,TCS,2026-02-16,2026-02-17,On Time,150,4,1.0
4994,5120,Leopard Courier,2026-02-18,2026-02-20,On Time,150,5,2.0
4995,5121,TCS,2026-02-17,2026-02-19,On Time,150,3,2.0
4996,5122,Daraz Express (DEX),2026-02-17,2026-02-20,On Time,150,5,3.0
4997,5123,Daraz Express (DEX),2026-02-19,2026-02-20,On Time,150,3,1.0
4998,5124,TCS,2026-02-19,2026-02-21,On Time,150,4,2.0
4999,5125,Daraz Express (DEX),2026-02-19,2026-02-20,On Time,150,4,1.0
5000,5126,Daraz Express (DEX),2026-02-18,2026-02-20,On Time,150,5,2.0
5001,5127,Daraz Express (DEX),2026-02-17,2026-02-18,On Time,150,5,1.0
5002,5128,Leopard Courier,2026-02-18,2026-02-22,On Time,250,4,4.0
5003,5129,Daraz Express (DEX),2026-02-17,2026-02-18,On Time,150,4,1.0
5004,5130,TCS,2026-02-17,2026-02-21,On Time,150,4,4.0
5005,5131,TCS,2026-02-20,2026-02-23,On Time,150,5,3.0
5006,5132,TCS,2026-02-18,2026-02-20,On Time,150,4,2.0
5007,5133,TCS,2026-02-20,2026-02-23,On Time,150,4,3.0
5008,5134,Daraz Express (DEX),2026-02-18,2026-02-20,On Time,150,5,2.0
5009,5135,TCS,2026-02-20,2026-02-21,On Time,150,4,1.0
5010,5136,Daraz Express (DEX),2026-02-19,2026-02-21,On Time,150,5,2.0
5011,5137,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,4,1.0
5012,5138,Leopard Courier,2026-02-18,2026-02-21,On Time,150,5,3.0
5013,5139,TCS,2026-02-20,2026-02-24,On Time,150,5,4.0
5014,5140,Leopard Courier,2026-02-19,2026-02-21,On Time,150,4,2.0
5015,5141,TCS,2026-02-18,2026-02-21,On Time,150,5,3.0
5016,5142,Daraz Express (DEX),2026-02-19,2026-02-22,On Time,150,4,3.0
5017,5143,TCS,2026-02-21,2026-02-24,On Time,150,3,3.0
5018,5144,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,5,1.0
5019,5145,TCS,2026-02-21,2026-02-25,Returned to Sender,250,2,4.0
5020,5146,Leopard Courier,2026-02-19,2026-02-22,On Time,150,3,3.0
5021,5147,Daraz Express (DEX),2026-02-19,2026-02-20,On Time,150,4,1.0
5022,5148,TCS,2026-02-21,2026-02-23,On Time,150,5,2.0
5023,5149,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5024,5150,Daraz Express (DEX),2026-02-19,2026-02-21,On Time,150,4,2.0
5025,5151,TCS,2026-02-19,2026-02-23,On Time,150,4,4.0
5026,5152,Leopard Courier,2026-02-21,2026-02-23,On Time,150,4,2.0
5027,5153,TCS,2026-02-20,2026-02-24,On Time,150,3,4.0
5028,5154,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,4,3.0
5029,5155,Daraz Express (DEX),2026-02-20,2026-02-23,On Time,150,4,3.0
5030,5156,TCS,2026-02-20,2026-02-22,On Time,150,3,2.0
5031,5157,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,4,2.0
5032,5158,TCS,2026-02-20,,On Time,150,4,
5033,5159,Leopard Courier,2026-02-22,2026-02-24,On Time,150,5,2.0
5034,5160,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5035,5161,TCS,2026-02-21,2026-02-23,On Time,150,4,2.0
5036,5162,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,3,1.0
5037,5163,TCS,2026-02-21,2026-02-24,On Time,150,5,3.0
5038,5164,Daraz Express (DEX),2026-02-20,2026-02-23,On Time,150,4,3.0
5039,5165,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5040,5166,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,4,1.0
5041,5167,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,4,1.0
5042,5168,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,4,1.0
5043,5169,TCS,2026-02-20,2026-02-27,On Time,250,5,7.0
5044,5170,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,5,2.0
5045,5171,TCS,2026-02-20,2026-02-22,On Time,150,4,2.0
5046,5172,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5047,5173,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,5,1.0
5048,5174,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,4,3.0
5049,5175,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,4,3.0
5050,5176,TCS,2026-02-22,2026-03-03,Returned to Sender,250,1,9.0
5051,5178,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5052,5179,Daraz Express (DEX),2026-02-21,,On Time,150,4,
5053,5180,Leopard Courier,2026-02-22,2026-02-26,On Time,150,4,4.0
5054,5181,Daraz Express (DEX),2026-02-21,2026-02-22,Returned to Sender,150,1,1.0
5055,5182,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,4,2.0
5056,5183,TCS,2026-02-21,2026-02-22,On Time,150,3,1.0
5057,5184,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,4,2.0
5058,5185,TCS,2026-02-21,,On Time,150,5,
5059,5186,Leopard Courier,2026-02-22,2026-03-05,Delayed,250,1,11.0
5060,5187,Daraz Express (DEX),2026-02-20,2026-02-21,Returned to Sender,150,2,1.0
5061,5188,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,4,1.0
5062,5189,TCS,2026-02-20,2026-02-24,On Time,150,4,4.0
5063,5190,Daraz Express (DEX),2026-02-20,2026-02-23,On Time,150,4,3.0
5064,5191,TCS,2026-02-20,2026-02-23,On Time,150,5,3.0
5065,5192,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,4,2.0
5066,5193,Daraz Express (DEX),2026-02-20,2026-02-24,On Time,250,3,4.0
5067,5194,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,4,1.0
5068,5195,Daraz Express (DEX),2026-02-20,2026-02-23,On Time,250,5,3.0
5069,5196,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5070,5197,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,5,1.0
5071,5198,Daraz Express (DEX),2026-02-20,2026-02-21,On Time,150,4,1.0
5072,5199,Leopard Courier,2026-02-20,2026-02-24,On Time,150,4,4.0
5073,5200,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,4,2.0
5074,5201,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,5,2.0
5075,5202,Daraz Express (DEX),2026-02-23,2026-02-26,On Time,150,4,3.0
5076,5203,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,3,1.0
5077,5204,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,4,3.0
5078,5205,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,4,2.0
5079,5206,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,5,3.0
5080,5207,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,5,1.0
5081,5208,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,4,1.0
5082,5209,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5083,5210,TCS,2026-02-21,2026-03-02,Delayed,250,1,9.0
5084,5211,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,4,3.0
5085,5213,Daraz Express (DEX),2026-02-22,2026-02-23,Returned to Sender,150,1,1.0
5086,5215,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,3,2.0
5087,5216,TCS,2026-02-21,2026-03-01,Delayed,250,1,8.0
5088,5217,TCS,2026-02-21,2026-02-24,On Time,150,4,3.0
5089,5218,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5090,5219,TCS,2026-02-23,2026-02-24,Returned to Sender,150,1,1.0
5091,5220,TCS,2026-02-22,2026-02-26,On Time,150,4,4.0
5092,5221,Leopard Courier,2026-02-23,2026-02-27,On Time,150,4,4.0
5093,5222,TCS,2026-02-22,2026-02-23,On Time,150,4,1.0
5094,5223,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,4,2.0
5095,5224,Leopard Courier,2026-02-22,2026-02-25,On Time,150,4,3.0
5096,5225,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,5,3.0
5097,5226,TCS,2026-02-21,2026-02-25,On Time,150,4,4.0
5098,5227,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5099,5228,TCS,2026-02-22,2026-02-23,On Time,150,4,1.0
5100,5229,TCS,2026-02-21,2026-02-23,On Time,150,5,2.0
5101,5230,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5102,5231,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5103,5232,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,4,1.0
5104,5233,Leopard Courier,2026-02-23,2026-02-28,Delayed,150,1,5.0
5105,5234,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5106,5235,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5107,5236,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,5,1.0
5108,5237,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,4,2.0
5109,5238,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,4,2.0
5110,5239,Daraz Express (DEX),2026-02-22,2026-02-24,Returned to Sender,150,1,2.0
5111,5240,TCS,2026-02-22,2026-02-25,On Time,150,4,3.0
5112,5241,TCS,2026-02-22,2026-02-23,On Time,150,5,1.0
5113,5242,TCS,2026-02-21,2026-02-22,On Time,150,4,1.0
5114,5243,Daraz Express (DEX),2026-02-23,2026-02-26,On Time,150,5,3.0
5115,5244,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,5,2.0
5116,5245,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,3,1.0
5117,5246,Daraz Express (DEX),2026-02-21,2026-02-24,On Time,150,5,3.0
5118,5247,TCS,2026-02-23,2026-02-25,Returned to Sender,150,1,2.0
5119,5248,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,4,2.0
5120,5249,Leopard Courier,2026-02-21,2026-02-25,On Time,150,4,4.0
5121,5250,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,3,1.0
5122,5251,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5123,5252,Daraz Express (DEX),2026-02-22,2026-02-23,Returned to Sender,150,1,1.0
5124,5253,TCS,2026-02-23,2026-02-26,On Time,150,4,3.0
5125,5254,TCS,2026-02-23,2026-02-27,On Time,150,4,4.0
5126,5255,TCS,2026-02-22,2026-02-24,On Time,150,4,2.0
5127,5256,Leopard Courier,2026-02-21,2026-02-26,Delayed,150,1,5.0
5128,5257,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5129,5258,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,5,1.0
5130,5259,Daraz Express (DEX),2026-02-21,2026-02-23,On Time,150,5,2.0
5131,5260,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5132,5261,Daraz Express (DEX),2026-02-21,2026-02-23,Returned to Sender,150,2,2.0
5133,5262,TCS,2026-02-22,2026-02-25,On Time,150,4,3.0
5134,5263,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5135,5264,Daraz Express (DEX),2026-02-21,2026-02-22,On Time,150,4,1.0
5136,5265,Leopard Courier,2026-02-23,2026-02-25,On Time,150,4,2.0
5137,5266,Daraz Express (DEX),2026-02-22,2026-02-25,Returned to Sender,150,2,3.0
5138,5267,Daraz Express (DEX),2026-02-24,2026-02-26,On Time,150,4,2.0
5139,5268,Daraz Express (DEX),2026-02-23,2026-02-26,On Time,150,5,3.0
5140,5269,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,3,2.0
5141,5270,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,3,3.0
5142,5271,Leopard Courier,2026-02-24,2026-02-27,On Time,150,4,3.0
5143,5272,TCS,2026-02-23,2026-02-28,On Time,250,3,5.0
5144,5273,Leopard Courier,2026-02-23,2026-02-27,On Time,150,4,4.0
5145,5274,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,5,3.0
5146,5275,Daraz Express (DEX),2026-02-24,2026-02-26,On Time,150,5,2.0
5147,5276,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,4,2.0
5148,5277,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,4,1.0
5149,5278,Daraz Express (DEX),2026-02-23,2026-02-25,On Time,150,4,2.0
5150,5279,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,5,3.0
5151,5280,Leopard Courier,2026-02-22,2026-02-27,Delayed,150,1,5.0
5152,5281,TCS,2026-02-23,2026-02-24,On Time,150,5,1.0
5153,5282,TCS,2026-02-22,2026-02-24,On Time,150,5,2.0
5154,5283,Leopard Courier,2026-02-24,2026-02-27,On Time,150,4,3.0
5155,5284,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5156,5285,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,4,3.0
5157,5286,Daraz Express (DEX),2026-02-23,2026-02-26,On Time,150,3,3.0
5158,5287,Leopard Courier,2026-02-24,2026-03-01,Delayed,150,1,5.0
5159,5288,Leopard Courier,2026-02-23,2026-02-28,Delayed,150,1,5.0
5160,5289,TCS,2026-02-24,2026-02-27,On Time,150,4,3.0
5161,5290,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5162,5291,Daraz Express (DEX),2026-02-24,2026-02-26,Returned to Sender,150,2,2.0
5163,5292,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5164,5293,Daraz Express (DEX),2026-02-22,2026-02-24,On Time,150,3,2.0
5165,5294,Leopard Courier,2026-02-22,2026-02-26,On Time,150,4,4.0
5166,5295,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5167,5296,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5168,5297,TCS,2026-02-23,2026-02-27,On Time,150,5,4.0
5169,5298,Daraz Express (DEX),2026-02-22,2026-02-23,On Time,150,5,1.0
5170,5299,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5171,5300,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5172,5301,Daraz Express (DEX),2026-02-22,2026-02-23,Returned to Sender,150,1,1.0
5173,5302,Daraz Express (DEX),2026-02-22,2026-02-25,On Time,150,4,3.0
5174,5303,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,5,1.0
5175,5304,TCS,2026-02-22,2026-02-23,On Time,150,4,1.0
5176,5305,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5177,5306,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5178,5307,TCS,2026-02-23,2026-02-28,On Time,250,4,5.0
5179,5308,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,3,1.0
5180,5309,TCS,2026-02-22,2026-02-23,On Time,150,4,1.0
5181,5310,TCS,2026-02-23,2026-02-26,On Time,250,4,3.0
5182,5311,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5183,5312,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5184,5313,TCS,2026-02-23,2026-02-25,Returned to Sender,150,1,2.0
5185,5314,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,3,1.0
5186,5315,TCS,2026-02-22,2026-02-26,On Time,150,4,4.0
5187,5316,TCS,2026-02-25,2026-02-27,On Time,150,3,2.0
5188,5317,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5189,5318,Leopard Courier,2026-02-23,2026-02-26,On Time,150,4,3.0
5190,5319,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5191,5320,Leopard Courier,2026-02-25,2026-02-27,On Time,150,5,2.0
5192,5321,TCS,2026-02-24,2026-02-26,On Time,150,4,2.0
5193,5322,Daraz Express (DEX),2026-02-25,2026-02-26,Returned to Sender,150,1,1.0
5194,5323,Daraz Express (DEX),2026-02-24,2026-03-03,Returned to Sender,250,1,7.0
5195,5324,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5196,5327,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,4,3.0
5197,5328,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5198,5329,TCS,2026-02-24,2026-02-27,On Time,150,4,3.0
5199,5330,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,5,1.0
5200,5331,Daraz Express (DEX),2026-02-25,2026-02-28,On Time,150,5,3.0
5201,5332,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5202,5333,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,5,1.0
5203,5334,Leopard Courier,2026-02-25,2026-02-27,On Time,150,5,2.0
5204,5336,Daraz Express (DEX),2026-02-23,2026-02-26,On Time,150,5,3.0
5205,5337,TCS,2026-02-23,2026-02-24,On Time,150,4,1.0
5206,5338,Leopard Courier,2026-02-23,2026-03-04,Returned to Sender,250,1,9.0
5207,5339,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,3,1.0
5208,5340,TCS,2026-02-24,2026-02-28,On Time,150,5,4.0
5209,5341,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,5,1.0
5210,5342,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5211,5343,Leopard Courier,2026-02-23,2026-02-26,On Time,150,5,3.0
5212,5344,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5213,5345,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,3,2.0
5214,5346,TCS,2026-02-25,2026-03-06,Delayed,250,1,9.0
5215,5347,TCS,2026-02-24,2026-02-27,On Time,150,3,3.0
5216,5348,Daraz Express (DEX),2026-02-24,2026-02-26,On Time,150,4,2.0
5217,5349,Leopard Courier,2026-02-25,2026-02-27,On Time,150,4,2.0
5218,5350,Daraz Express (DEX),2026-02-24,2026-02-26,On Time,150,4,2.0
5219,5351,Daraz Express (DEX),2026-02-24,2026-02-25,Returned to Sender,150,1,1.0
5220,5352,Leopard Courier,2026-02-25,2026-02-28,On Time,150,4,3.0
5221,5353,TCS,2026-02-23,2026-02-27,On Time,150,5,4.0
5222,5354,Daraz Express (DEX),2026-02-23,2026-02-24,On Time,150,4,1.0
5223,5356,Leopard Courier,2026-02-24,2026-03-01,Delayed,150,4,5.0
5224,5357,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5225,5358,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5226,5359,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,4,1.0
5227,5360,Daraz Express (DEX),2026-02-24,2026-02-26,Returned to Sender,150,2,2.0
5228,5361,TCS,2026-02-24,2026-02-28,On Time,150,5,4.0
5229,5363,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,5,3.0
5230,5364,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,5,2.0
5231,5365,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5232,5366,TCS,2026-02-25,2026-03-01,On Time,150,4,4.0
5233,5367,Leopard Courier,2026-02-24,2026-03-01,Delayed,150,2,5.0
5234,5368,Daraz Express (DEX),2026-02-25,2026-02-28,On Time,150,3,3.0
5235,5369,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,4,1.0
5236,5370,Daraz Express (DEX),2026-02-24,2026-02-25,Returned to Sender,150,1,1.0
5237,5371,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5238,5372,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5239,5373,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5240,5374,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,5,3.0
5241,5375,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,4,2.0
5242,5376,Daraz Express (DEX),2026-02-25,2026-02-28,On Time,150,4,3.0
5243,5377,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5244,5378,TCS,2026-02-25,2026-02-26,On Time,150,4,1.0
5245,5379,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,4,2.0
5246,5380,TCS,2026-02-25,2026-03-01,Returned to Sender,150,2,4.0
5247,5381,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,5,3.0
5248,5382,TCS,2026-02-26,2026-03-01,On Time,150,4,3.0
5249,5383,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,4,2.0
5250,5384,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,5,2.0
5251,5385,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,3,3.0
5252,5386,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,4,3.0
5253,5387,Daraz Express (DEX),2026-02-25,2026-02-28,On Time,150,4,3.0
5254,5388,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5255,5389,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,5,1.0
5256,5390,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5257,5391,Daraz Express (DEX),2026-02-24,2026-02-26,On Time,150,4,2.0
5258,5392,Daraz Express (DEX),2026-02-24,2026-02-27,Returned to Sender,150,1,3.0
5259,5393,Daraz Express (DEX),2026-02-24,2026-02-27,On Time,150,4,3.0
5260,5394,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5261,5395,Daraz Express (DEX),2026-02-24,2026-02-25,On Time,150,4,1.0
5262,5396,Daraz Express (DEX),2026-02-25,2026-02-28,On Time,150,4,3.0
5263,5397,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,5,3.0
5264,5398,Daraz Express (DEX),2026-02-27,2026-02-28,On Time,150,5,1.0
5265,5399,Daraz Express (DEX),2026-02-25,2026-03-02,On Time,250,4,5.0
5266,5400,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,4,1.0
5267,5402,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5268,5403,Daraz Express (DEX),2026-02-26,2026-02-27,Returned to Sender,150,1,1.0
5269,5404,TCS,2026-02-25,2026-02-27,On Time,150,4,2.0
5270,5405,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5271,5406,TCS,2026-02-27,2026-02-28,On Time,150,5,1.0
5272,5407,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5273,5408,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,3,2.0
5274,5409,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5275,5410,Daraz Express (DEX),2026-02-27,2026-03-01,On Time,150,4,2.0
5276,5411,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,5,2.0
5277,5412,Leopard Courier,2026-02-25,2026-03-01,On Time,150,3,4.0
5278,5413,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5279,5414,Daraz Express (DEX),2026-02-27,2026-02-28,On Time,150,4,1.0
5280,5415,TCS,2026-02-25,2026-02-26,On Time,150,4,1.0
5281,5416,Leopard Courier,2026-02-27,2026-03-04,Returned to Sender,150,2,5.0
5282,5417,TCS,2026-02-27,2026-03-02,On Time,150,4,3.0
5283,5418,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,4,1.0
5284,5419,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,5,1.0
5285,5420,TCS,2026-02-26,2026-03-03,Returned to Sender,250,1,5.0
5286,5421,Daraz Express (DEX),2026-02-27,2026-02-28,On Time,150,5,1.0
5287,5422,Leopard Courier,2026-02-26,2026-03-01,On Time,150,5,3.0
5288,5423,Leopard Courier,2026-02-26,2026-03-01,On Time,150,4,3.0
5289,5424,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5290,5425,Leopard Courier,2026-02-27,2026-03-08,Delayed,250,4,9.0
5291,5426,Daraz Express (DEX),2026-02-27,2026-03-01,On Time,150,5,2.0
5292,5427,Daraz Express (DEX),2026-02-26,2026-02-28,On Time,150,4,2.0
5293,5428,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,4,1.0
5294,5429,Leopard Courier,2026-02-26,2026-03-03,Delayed,150,2,5.0
5295,5430,Daraz Express (DEX),2026-02-27,2026-03-01,On Time,150,5,2.0
5296,5431,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,4,3.0
5297,5432,TCS,2026-02-27,2026-03-03,On Time,250,3,4.0
5298,5433,Daraz Express (DEX),2026-02-25,2026-02-26,On Time,150,5,1.0
5299,5434,Daraz Express (DEX),2026-02-25,2026-02-27,On Time,150,4,2.0
5300,5435,Daraz Express (DEX),2026-02-26,2026-03-01,On Time,150,4,3.0
5301,5436,TCS,2026-02-28,2026-03-03,On Time,150,5,3.0
5302,5437,Daraz Express (DEX),2026-02-27,2026-03-01,On Time,150,4,2.0
5303,5438,TCS,2026-02-26,2026-02-27,On Time,150,5,1.0
5304,5439,TCS,2026-02-27,2026-02-28,On Time,150,4,1.0
5305,5440,Leopard Courier,2026-02-28,2026-03-06,On Time,250,4,6.0
5306,5441,TCS,2026-02-27,2026-03-02,Returned to Sender,150,1,3.0
5307,5442,Daraz Express (DEX),2026-02-26,2026-02-27,On Time,150,4,1.0
5308,5443,TCS,2026-02-27,2026-03-05,On Time,250,5,6.0
5309,5444,Leopard Courier,2026-02-26,2026-03-02,Returned to Sender,150,1,4.0
