delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating
3491,3589,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,5
3492,3590,Leopard Courier,2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,4
3493,3591,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,4
3494,3592,TCS,2025-11-12 00:00:00,2025-11-19 00:00:00,On Time,250,5
3495,3593,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,3
3496,3594,Daraz Express (DEX),2025-11-11 00:00:00,2025-11-12 00:00:00,Returned to Sender,150,1
3497,3595,Leopard Courier,2025-11-12 00:00:00,2025-11-14 00:00:00,Returned to Sender,150,1
3498,3596,Daraz Express (DEX),2025-11-11 00:00:00,2025-11-12 00:00:00,On Time,150,5
3499,3597,Leopard Courier,2025-11-13 00:00:00,2025-11-17 00:00:00,On Time,250,4
3500,3598,TCS,2025-11-12 00:00:00,2025-11-16 00:00:00,On Time,150,5
3501,3599,Daraz Express (DEX),2025-11-11 00:00:00,2025-11-19 00:00:00,Delayed,250,1
3502,3600,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3503,3601,TCS,2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,3
3504,3602,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-18 00:00:00,On Time,250,4
3505,3603,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3506,3604,Leopard Courier,2025-11-12 00:00:00,2025-11-21 00:00:00,Delayed,250,1
3507,3605,TCS,2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3508,3606,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,5
3509,3607,TCS,2025-11-11 00:00:00,2025-11-13 00:00:00,On Time,150,5
3510,3608,Leopard Courier,2025-11-13 00:00:00,2025-11-18 00:00:00,Delayed,150,3
3511,3609,Leopard Courier,2025-11-12 00:00:00,2025-11-17 00:00:00,Delayed,150,4
3512,3610,Leopard Courier,2025-11-12 00:00:00,2025-11-16 00:00:00,On Time,150,4
3513,3611,TCS,2025-11-11 00:00:00,2025-11-18 00:00:00,Returned to Sender,250,1
3514,3612,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3515,3613,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,5
3516,3614,TCS,2025-11-12 00:00:00,2025-11-15 00:00:00,On Time,150,3
3517,3615,TCS,2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,5
3518,3616,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,3
3519,3617,TCS,2025-11-14 00:00:00,2025-11-17 00:00:00,Returned to Sender,150,1
3520,3618,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,4
3521,3619,TCS,2025-11-13 00:00:00,2025-11-17 00:00:00,On Time,150,5
3522,3620,Leopard Courier,2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,3
3523,3621,TCS,2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3524,3622,TCS,2025-11-12 00:00:00,2025-11-20 00:00:00,Delayed,250,2
3525,3623,TCS,2025-11-13 00:00:00,2025-11-18 00:00:00,Returned to Sender,250,2
3526,3624,TCS,2025-11-12 00:00:00,2025-11-16 00:00:00,Returned to Sender,150,1
3527,3625,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,Returned to Sender,150,1
3528,3626,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3529,3627,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,5
3530,3628,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,4
3531,3629,Leopard Courier,2025-11-14 00:00:00,2025-11-19 00:00:00,Delayed,150,2
3532,3630,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3533,3631,Leopard Courier,2025-11-13 00:00:00,2025-11-18 00:00:00,Delayed,150,2
3534,3632,Leopard Courier,2025-11-14 00:00:00,2025-11-19 00:00:00,Delayed,150,1
3535,3633,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,5
3536,3634,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3537,3635,Leopard Courier,2025-11-12 00:00:00,2025-11-17 00:00:00,Returned to Sender,150,1
3538,3636,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,5
3539,3637,TCS,2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,5
3540,3638,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-16 00:00:00,On Time,150,4
3541,3639,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-14 00:00:00,On Time,150,4
3542,3640,TCS,2025-11-12 00:00:00,2025-11-21 00:00:00,Returned to Sender,250,1
3543,3641,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3544,3642,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,4
3545,3643,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,Returned to Sender,150,1
3546,3644,TCS,2025-11-12 00:00:00,2025-11-14 00:00:00,Returned to Sender,150,1
3547,3645,TCS,2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3548,3646,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,5
3549,3647,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3550,3648,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3551,3649,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-15 00:00:00,On Time,150,5
3552,3650,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,5
3553,3651,TCS,2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,5
3554,3652,Leopard Courier,2025-11-14 00:00:00,2025-11-23 00:00:00,Delayed,250,4
3555,3653,Daraz Express (DEX),2025-11-12 00:00:00,2025-11-13 00:00:00,On Time,150,4
3556,3654,TCS,2025-11-14 00:00:00,2025-11-17 00:00:00,On Time,250,4
3557,3655,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3558,3656,TCS,2025-11-14 00:00:00,2025-11-18 00:00:00,On Time,150,3
3559,3657,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-15 00:00:00,On Time,150,4
3560,3658,TCS,2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,5
3561,3659,TCS,2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,5
3562,3660,Leopard Courier,2025-11-15 00:00:00,2025-11-19 00:00:00,On Time,150,4
3563,3661,Leopard Courier,2025-11-14 00:00:00,2025-11-19 00:00:00,Returned to Sender,150,2
3564,3662,Leopard Courier,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3565,3663,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,Returned to Sender,150,1
3566,3664,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3567,3665,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3568,3666,TCS,2025-11-13 00:00:00,2025-11-17 00:00:00,On Time,150,4
3569,3667,Leopard Courier,2025-11-14 00:00:00,2025-11-17 00:00:00,On Time,150,4
3570,3668,TCS,2025-11-14 00:00:00,2025-11-18 00:00:00,On Time,250,4
3571,3669,Leopard Courier,2025-11-14 00:00:00,2025-11-18 00:00:00,On Time,250,5
3572,3670,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,5
3573,3671,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,4
3574,3672,TCS,2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3575,3673,Leopard Courier,2025-11-13 00:00:00,2025-11-18 00:00:00,Delayed,150,2
3576,3674,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-15 00:00:00,On Time,150,5
3577,3675,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-16 00:00:00,On Time,150,4
3578,3676,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,Returned to Sender,150,2
3579,3677,Leopard Courier,2025-11-15 00:00:00,2025-11-23 00:00:00,Delayed,250,2
3580,3678,TCS,2025-11-14 00:00:00,2025-11-16 00:00:00,Returned to Sender,150,2
3581,3679,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,250,5
3582,3680,TCS,2025-11-15 00:00:00,2025-11-19 00:00:00,On Time,150,3
3583,3682,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,4
3584,3683,Daraz Express (DEX),2025-11-13 00:00:00,2025-11-14 00:00:00,On Time,150,4
3585,3684,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3586,3685,TCS,2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,5
3587,3686,Leopard Courier,2025-11-14 00:00:00,2025-11-18 00:00:00,Returned to Sender,150,1
3588,3687,TCS,2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,4
3589,3688,Leopard Courier,2025-11-16 00:00:00,2025-11-21 00:00:00,Delayed,150,1
3590,3689,TCS,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,5
3591,3690,TCS,2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,5
3592,3691,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3593,3692,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3594,3693,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,5
3595,3694,TCS,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3596,3695,Leopard Courier,2025-11-15 00:00:00,,On Time,250,4
3597,3696,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3598,3697,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3599,3698,Leopard Courier,2025-11-15 00:00:00,2025-11-20 00:00:00,Delayed,150,3
3600,3699,Leopard Courier,2025-11-15 00:00:00,2025-11-20 00:00:00,Delayed,150,1
3601,3700,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3602,3701,Leopard Courier,2025-11-15 00:00:00,2025-11-19 00:00:00,On Time,150,4
3603,3702,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3604,3703,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,Returned to Sender,150,2
3605,3704,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3606,3705,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3607,3706,TCS,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3608,3707,Leopard Courier,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,5
3609,3708,TCS,2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3610,3709,TCS,2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,5
3611,3710,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-17 00:00:00,On Time,150,4
3612,3711,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,5
3613,3712,Leopard Courier,2025-11-14 00:00:00,,On Time,150,4
3614,3713,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3615,3714,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3616,3715,TCS,2025-11-14 00:00:00,2025-11-18 00:00:00,On Time,150,4
3617,3716,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3618,3717,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,4
3619,3718,Leopard Courier,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3620,3719,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,5
3621,3720,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,3
3622,3721,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,3
3623,3722,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3624,3723,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-16 00:00:00,On Time,150,5
3625,3724,Leopard Courier,2025-11-15 00:00:00,,On Time,150,4
3626,3725,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,5
3627,3726,TCS,2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3628,3727,Daraz Express (DEX),2025-11-14 00:00:00,,On Time,150,5
3629,3728,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,3
3630,3729,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3631,3730,Leopard Courier,2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,4
3632,3731,TCS,2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3633,3732,TCS,2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,5
3634,3733,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,3
3635,3734,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,3
3636,3735,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,On Time,150,4
3637,3736,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,Returned to Sender,150,1
3638,3737,Leopard Courier,2025-11-14 00:00:00,2025-11-19 00:00:00,On Time,250,4
3639,3738,Daraz Express (DEX),2025-11-14 00:00:00,2025-11-15 00:00:00,Returned to Sender,150,1
3640,3739,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3641,3740,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3642,3741,TCS,2025-11-15 00:00:00,2025-11-19 00:00:00,On Time,150,5
3643,3742,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3644,3743,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,4
3645,3744,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3646,3745,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,4
3647,3746,Leopard Courier,2025-11-15 00:00:00,2025-11-26 00:00:00,Delayed,250,4
3648,3747,TCS,2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3649,3748,TCS,2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3650,3749,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-20 00:00:00,On Time,150,5
3651,3750,Leopard Courier,2025-11-17 00:00:00,2025-11-21 00:00:00,On Time,150,4
3652,3751,TCS,2025-11-15 00:00:00,2025-11-19 00:00:00,On Time,150,4
3653,3752,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,5
3654,3753,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-19 00:00:00,On Time,150,3
3655,3754,TCS,2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,5
3656,3755,Leopard Courier,2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3657,3756,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3658,3757,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3659,3758,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,4
3660,3759,Leopard Courier,2025-11-16 00:00:00,2025-11-18 00:00:00,Returned to Sender,150,2
3661,3760,TCS,2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3662,3761,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3663,3762,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3664,3763,TCS,2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,3
3665,3764,TCS,2025-11-17 00:00:00,2025-11-21 00:00:00,On Time,150,5
3666,3765,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3667,3766,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,Returned to Sender,150,3
3668,3767,Leopard Courier,2025-11-16 00:00:00,2025-11-20 00:00:00,On Time,250,5
3669,3768,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,5
3670,3769,Leopard Courier,2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,4
3671,3770,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-20 00:00:00,On Time,150,4
3672,3771,Leopard Courier,2025-11-15 00:00:00,2025-11-20 00:00:00,On Time,250,5
3673,3772,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3674,3773,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-18 00:00:00,On Time,150,5
3675,3774,Leopard Courier,2025-11-16 00:00:00,2025-11-18 00:00:00,On Time,150,4
3676,3775,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,5
3677,3776,Daraz Express (DEX),2025-11-15 00:00:00,2025-11-16 00:00:00,On Time,150,4
3678,3777,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3679,3778,TCS,2025-11-15 00:00:00,2025-11-17 00:00:00,On Time,150,4
3680,3779,TCS,2025-11-17 00:00:00,2025-11-19 00:00:00,On Time,150,4
3681,3780,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,4
3682,3781,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-19 00:00:00,On Time,150,4
3683,3782,TCS,2025-11-16 00:00:00,2025-11-18 00:00:00,Returned to Sender,150,1
3684,3783,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-20 00:00:00,On Time,150,4
3685,3784,Daraz Express (DEX),2025-11-18 00:00:00,,On Time,150,3
3686,3785,TCS,2025-11-17 00:00:00,2025-11-19 00:00:00,On Time,150,4
3687,3786,TCS,2025-11-18 00:00:00,2025-11-20 00:00:00,On Time,150,4
3688,3787,Daraz Express (DEX),2025-11-16 00:00:00,2025-11-17 00:00:00,On Time,150,4
3689,3788,TCS,2025-11-18 00:00:00,2025-11-21 00:00:00,Returned to Sender,150,2
3690,3789,Leopard Courier,2025-11-17 00:00:00,2025-11-20 00:00:00,On Time,150,4
3691,3790,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-19 00:00:00,On Time,150,4
3692,3791,TCS,2025-11-17 00:00:00,2025-11-21 00:00:00,On Time,150,5
3693,3792,TCS,2025-11-17 00:00:00,2025-11-23 00:00:00,On Time,250,4
3694,3793,Daraz Express (DEX),2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,3
3695,3794,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-21 00:00:00,Returned to Sender,150,3
3696,3795,Leopard Courier,2025-11-16 00:00:00,2025-11-23 00:00:00,On Time,250,4
3697,3796,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-20 00:00:00,On Time,150,4
3698,3797,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-21 00:00:00,On Time,150,4
3699,3798,TCS,2025-11-18 00:00:00,2025-11-21 00:00:00,On Time,150,3
3700,3799,TCS,2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,4
3701,3800,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-19 00:00:00,On Time,150,3
3702,3801,Leopard Courier,2025-11-19 00:00:00,2025-11-23 00:00:00,On Time,150,4
3703,3802,TCS,2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,5
3704,3803,Daraz Express (DEX),2025-11-19 00:00:00,2025-11-21 00:00:00,On Time,150,4
3705,3804,TCS,2025-11-17 00:00:00,2025-11-23 00:00:00,Returned to Sender,250,3
3706,3805,TCS,2025-11-17 00:00:00,2025-11-18 00:00:00,On Time,150,5
3707,3806,TCS,2025-11-18 00:00:00,2025-11-25 00:00:00,Returned to Sender,250,2
3708,3807,TCS,2025-11-19 00:00:00,2025-11-22 00:00:00,On Time,150,5
3709,3808,Leopard Courier,2025-11-17 00:00:00,,Delayed,250,3
3710,3809,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-19 00:00:00,On Time,150,4
3711,3810,Leopard Courier,2025-11-17 00:00:00,2025-11-19 00:00:00,On Time,150,4
3712,3811,Leopard Courier,2025-11-19 00:00:00,2025-11-21 00:00:00,Returned to Sender,150,2
3713,3812,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-21 00:00:00,On Time,150,4
3714,3813,Daraz Express (DEX),2025-11-19 00:00:00,2025-11-20 00:00:00,On Time,150,5
3715,3814,Daraz Express (DEX),2025-11-19 00:00:00,2025-11-20 00:00:00,On Time,150,4
3716,3815,Leopard Courier,2025-11-19 00:00:00,2025-11-24 00:00:00,Delayed,150,4
3717,3816,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-22 00:00:00,Returned to Sender,150,1
3718,3817,Daraz Express (DEX),2025-11-18 00:00:00,2025-11-19 00:00:00,On Time,150,4
3719,3818,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-22 00:00:00,On Time,150,4
3720,3819,TCS,2025-11-20 00:00:00,2025-11-23 00:00:00,On Time,150,4
3721,3820,Leopard Courier,2025-11-20 00:00:00,2025-11-25 00:00:00,Delayed,150,3
3722,3821,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-22 00:00:00,On Time,150,4
3723,3822,TCS,2025-11-19 00:00:00,2025-11-22 00:00:00,On Time,150,5
3724,3823,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-22 00:00:00,On Time,150,5
3725,3824,Daraz Express (DEX),2025-11-19 00:00:00,2025-11-22 00:00:00,On Time,150,3
3726,3825,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-23 00:00:00,On Time,150,4
3727,3826,Daraz Express (DEX),2025-11-19 00:00:00,2025-11-22 00:00:00,On Time,150,4
3728,3828,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-21 00:00:00,On Time,150,5
3729,3829,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-22 00:00:00,On Time,150,4
3730,3830,Leopard Courier,2025-11-22 00:00:00,2025-11-26 00:00:00,On Time,150,4
3731,3831,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-25 00:00:00,On Time,150,4
3732,3832,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-24 00:00:00,Returned to Sender,150,1
3733,3833,TCS,2025-11-20 00:00:00,2025-11-21 00:00:00,On Time,150,4
3734,3834,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-22 00:00:00,Returned to Sender,150,1
3735,3835,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-23 00:00:00,On Time,150,3
3736,3836,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-24 00:00:00,On Time,150,5
3737,3837,Daraz Express (DEX),2025-11-20 00:00:00,2025-11-22 00:00:00,On Time,150,3
3738,3838,TCS,2025-11-20 00:00:00,2025-11-24 00:00:00,On Time,250,3
3739,3839,Leopard Courier,2025-11-20 00:00:00,2025-11-25 00:00:00,Delayed,150,4
3740,3840,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-28 00:00:00,On Time,250,5
3741,3841,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-24 00:00:00,On Time,150,5
3742,3842,TCS,2025-11-23 00:00:00,2025-11-24 00:00:00,On Time,150,4
3743,3843,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-23 00:00:00,On Time,150,5
3744,3844,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-22 00:00:00,On Time,150,4
3745,3845,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-24 00:00:00,On Time,150,5
3746,3846,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-24 00:00:00,On Time,150,5
3747,3847,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-25 00:00:00,On Time,150,3
3748,3848,Leopard Courier,2025-11-21 00:00:00,2025-11-23 00:00:00,On Time,150,4
3749,3849,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-25 00:00:00,On Time,150,4
3750,3850,TCS,2025-11-22 00:00:00,2025-11-25 00:00:00,On Time,150,4
3751,3851,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-24 00:00:00,On Time,150,5
3752,3852,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-25 00:00:00,On Time,150,4
3753,3853,TCS,2025-11-21 00:00:00,2025-11-25 00:00:00,On Time,250,4
3754,3854,TCS,2025-11-23 00:00:00,2025-11-26 00:00:00,On Time,250,4
3755,3855,Daraz Express (DEX),2025-11-21 00:00:00,2025-11-22 00:00:00,On Time,150,5
3756,3856,TCS,2025-11-23 00:00:00,2025-11-26 00:00:00,On Time,150,4
3757,3857,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-24 00:00:00,On Time,150,4
3758,3858,Leopard Courier,2025-11-23 00:00:00,2025-11-28 00:00:00,On Time,250,4
3759,3859,TCS,2025-11-23 00:00:00,2025-11-29 00:00:00,On Time,250,5
3760,3860,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-23 00:00:00,On Time,150,4
3761,3861,TCS,2025-11-22 00:00:00,2025-11-24 00:00:00,On Time,150,4
3762,3862,Leopard Courier,2025-11-22 00:00:00,2025-11-27 00:00:00,Delayed,150,2
3763,3863,TCS,2025-11-22 00:00:00,2025-11-23 00:00:00,On Time,150,5
3764,3864,TCS,2025-11-24 00:00:00,2025-12-01 00:00:00,On Time,250,4
3765,3866,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-25 00:00:00,On Time,150,4
3766,3867,TCS,2025-11-22 00:00:00,2025-11-25 00:00:00,Returned to Sender,250,1
3767,3868,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-25 00:00:00,On Time,150,5
3768,3869,TCS,2025-11-23 00:00:00,2025-11-24 00:00:00,On Time,150,4
3769,3870,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-24 00:00:00,Returned to Sender,150,3
3770,3871,Daraz Express (DEX),2025-11-23 00:00:00,2025-11-24 00:00:00,On Time,150,4
3771,3872,TCS,2025-11-22 00:00:00,2025-11-23 00:00:00,On Time,150,4
3772,3873,Leopard Courier,2025-11-24 00:00:00,2025-11-29 00:00:00,Delayed,150,1
3773,3874,TCS,2025-11-22 00:00:00,2025-11-24 00:00:00,On Time,150,5
3774,3875,Leopard Courier,2025-11-23 00:00:00,2025-11-25 00:00:00,On Time,150,4
3775,3876,TCS,2025-11-23 00:00:00,2025-11-25 00:00:00,On Time,150,5
3776,3877,Daraz Express (DEX),2025-11-22 00:00:00,2025-11-24 00:00:00,On Time,150,4
